"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","59715","Playing battle ship game","","Tue Jan 27 06:46:30 UTC 2026","failed","Tue Jan 27 06:47:30 UTC 2026","","","",""
